buy_id,customer_id,total_buys
2075,1325,1
2076,218,28
2077,1304,2
2078,319,20
2079,1326,2
2080,214,2
2081,1263,6
2082,1327,1
2083,1122,20
2084,83,6
2085,270,5
2086,1328,1
2087,336,1
2088,337,2
2089,1329,1
2090,706,23
2091,1143,39
2092,918,22
2093,981,2
2094,133,5
2095,283,14
2096,1330,5
2097,1276,14
2098,338,1
2099,939,114
2100,1079,6
2101,495,28
2102,1331,1
2103,339,2
2104,361,8
2105,1099,6
2106,14,15
2107,1120,4
2108,1332,1
2109,1187,5
2110,340,2
2111,1333,2
2112,218,28
2113,1323,10
2114,313,87
2115,892,11
2116,918,22
2117,1334,7
2118,103,6
2119,558,4
2120,341,3
2121,1335,3
2122,1334,7
2123,1336,2
2124,1337,5
2125,59,13
2126,1337,5
2127,1192,3
2128,342,3
2129,141,16
2130,1338,1
2131,1088,11
2132,1339,9
2133,331,14
2134,1339,9
2135,71,17
2136,939,114
2137,1213,2
2138,331,14
2139,343,8
2140,908,2
2141,344,3
2142,319,20
2143,117,12
2144,1120,4
2145,1309,18
2146,345,2
2147,495,28
2148,1137,6
2149,98,7
2150,1212,2
2151,628,29
2152,1340,4
2153,1341,1
2154,706,23
2155,628,29
2156,1321,17
2157,346,2
2158,1342,1
2159,347,1
2160,348,1
2161,349,1
2162,706,23
2163,222,11
2164,442,9
2165,218,28
2166,1343,3
2167,598,6
2168,686,8
2169,1,28
2170,1344,1
2171,1336,2
2172,1345,1
2173,1283,4
2174,1280,8
2175,1270,2
2176,1346,1
2177,763,9
2178,1347,1
2179,350,6
2180,385,5
2181,763,9
2182,283,14
2183,1348,1
2184,1349,1
2185,286,32
2186,1350,2
2187,279,17
2188,1289,4
2189,1351,1
2190,351,3
2191,352,4
2192,353,2
2193,1147,7
2194,892,11
2195,34,11
2196,286,32
2197,34,11
2198,46,3
2199,1352,1
2200,1016,8
2201,313,87
2202,1353,1
2203,1354,2
2204,1355,1
2205,398,20
2206,1334,7
2207,1356,1
2208,346,2
2209,1316,5
2210,946,5
2211,19,19
2212,1357,1
2213,1282,3
2214,939,114
2215,1358,1
2216,354,1
2217,1067,61
2218,124,22
2219,918,22
2220,1359,2
2221,1143,39
2222,355,2
2223,1122,20
2224,1360,1
2225,628,29
2226,1361,2
2227,1362,1
2228,45,21
2229,175,2
2230,1363,1
2231,1364,1
2232,356,1
2233,344,3
2234,313,87
2235,1365,3
2236,1366,1
2237,1367,1
2238,146,6
2239,1368,1
2240,131,7
2241,1369,1
2242,1370,1
2243,426,5
2244,1371,2
2245,313,87
2246,1372,5
2247,1373,3
2248,1374,1
2249,242,5
2250,1375,1
2251,1192,3
2252,162,22
2253,398,20
2254,1376,6
2255,844,4
2256,645,27
2257,1365,3
2258,939,114
2259,258,2
2260,133,5
2261,210,4
2262,357,3
2263,213,9
2264,358,1
2265,117,12
2266,1377,1
2267,560,23
2268,628,29
2269,304,3
2270,1378,2
2271,156,26
2272,11,18
2273,628,29
2274,360,6
2275,361,8
2276,1067,61
2277,1379,1
2278,709,18
2279,907,11
2280,1380,2
2281,319,20
2282,242,5
2283,1381,1
2284,202,3
2285,259,6
2286,1382,1
2287,1383,1
2288,1384,1
2289,1361,2
2290,187,35
2291,286,32
2292,1385,4
2293,1320,5
2294,530,10
2295,313,87
2296,163,7
2297,1386,1
2298,1387,1
2299,1388,3
2300,19,19
2301,939,114
2302,706,23
2303,362,14
2304,1389,1
2305,260,2
2306,343,8
2307,1323,10
2308,1350,2
2309,220,7
2310,138,8
2311,1380,2
2312,706,23
2313,313,87
2314,1263,6
2315,1390,1
2316,324,7
2317,1391,1
2318,187,35
2319,1392,1
2320,286,32
2321,1393,1
2322,1394,1
2323,787,21
2324,1395,1
2325,628,29
2326,331,14
2327,1236,5
2328,363,1
2329,1396,1
2330,1397,1
2331,1398,2
2332,1399,1
2333,364,17
2334,366,8
2335,543,26
2336,313,87
2337,51,6
2338,628,29
2339,283,14
2340,1400,1
2341,739,2
2342,1401,1
2343,709,18
2344,365,1
2345,313,87
2346,138,8
2347,218,28
2348,1402,1
2349,1143,39
2350,722,22
2351,145,21
2352,1337,5
2353,777,3
2354,1403,4
2355,1224,3
2356,367,1
2357,366,8
2358,581,3
2359,1404,1
2360,1405,2
2361,1406,1
2362,308,6
2363,145,21
2364,364,17
2365,1407,1
2366,1408,1
2367,268,2
2368,398,20
2369,1143,39
2370,1067,61
2371,543,26
2372,1243,2
2373,81,11
2374,313,87
2375,1376,6
2376,1147,7
2377,1409,1
2378,1410,1
2379,1411,1
2380,501,8
2381,368,3
2382,1143,39
2383,628,29
2384,643,2
2385,50,19
2386,1412,3
2387,369,1
2388,212,4
2389,1413,4
2390,1306,2
2391,370,2
2392,1122,20
2393,118,34
2394,313,87
2395,141,16
2396,1376,6
2397,220,7
2398,1235,3
2399,401,4
2400,290,8
2401,1414,4
2402,1415,1
2403,1416,5
2404,158,3
2405,939,114
2406,1170,8
2407,435,14
2408,371,17
2409,187,35
2410,231,8
2411,316,2
2412,284,18
2413,222,11
2414,398,20
2415,372,2
2416,108,4
2417,373,5
2418,1142,2
2419,722,22
2420,19,19
2421,1417,1
2422,313,87
2423,156,26
2424,939,114
2425,1418,1
2426,264,7
2427,289,10
2428,218,28
2429,374,5
2430,290,8
2431,319,20
2432,158,3
2433,1419,1
2434,375,1
2435,376,1
2436,371,17
2437,1420,1
2438,49,6
2439,1421,1
2440,312,2
2441,939,114
2442,377,1
2443,1422,1
2444,374,5
2445,435,14
2446,364,17
2447,1423,2
2448,378,2
2449,1424,2
2450,628,29
2451,379,4
2452,1425,1
2453,19,19
2454,1223,4
2455,667,3
2456,313,87
2457,1426,1
2458,1427,24
2459,380,1
2460,1428,1
2461,948,5
2462,383,1
2463,270,5
2464,138,8
2465,1289,4
2466,1429,1
2467,1,28
2468,381,4
2469,543,26
2470,1430,1
2471,1431,1
2472,213,9
2473,546,9
2474,17,2
2475,216,6
2476,271,6
2477,1432,3
2478,313,87
2479,382,1
2480,1315,3
2481,940,4
2482,384,5
2483,87,9
2484,257,9
2485,405,6
2486,1433,2
2487,45,21
2488,1434,2
2489,1435,1
2490,145,21
2491,1186,2
2492,1436,4
2493,706,23
2494,1437,4
2495,313,87
2496,1143,39
2497,236,10
2498,1434,2
2499,246,2
2500,264,7
2501,1438,1
2502,772,5
2503,326,5
2504,1099,6
2505,1439,1
2506,124,22
2507,1440,1
2508,1143,39
2509,271,6
2510,1441,12
2511,14,15
2512,1442,1
2513,628,29
2514,368,3
2515,1443,2
2516,1444,1
2517,385,5
2518,405,6
2519,1445,1
2520,127,6
2521,939,114
2522,362,14
2523,386,3
2524,387,7
2525,1441,12
2526,313,87
2527,1446,1
2528,1289,4
2529,371,17
2530,1123,4
2531,327,7
2532,213,9
2533,634,13
2534,1441,12
2535,364,17
2536,1427,24
2537,813,8
2538,1447,1
2539,249,3
2540,1261,3
2541,708,2
2542,411,4
2543,196,4
2544,1448,1
2545,1449,1
2546,388,2
2547,364,17
2548,738,5
2549,313,87
2550,389,3
2551,975,3
2552,1450,1
2553,1451,1
2554,853,2
2555,939,114
2556,407,4
2557,279,17
2558,390,1
2559,391,1
2560,187,35
2561,392,4
2562,393,4
2563,1452,3
2564,1453,4
2565,409,3
2566,364,17
2567,1454,3
2568,389,3
2569,378,2
2570,98,7
2571,1455,2
2572,1456,3
2573,939,114
2574,1413,4
2575,313,87
2576,231,8
2577,1432,3
2578,394,4
2579,395,2
2580,1457,2
2581,48,4
2582,947,3
2583,396,4
2584,1458,8
2585,1171,2
2586,1236,5
2587,803,3
2588,286,32
2589,1459,1
2590,1460,3
2591,393,4
2592,397,3
2593,313,87
2594,1067,61
2595,118,34
2596,161,2
2597,1461,1
2598,1201,3
2599,1462,2
2600,1460,3
2601,1463,2
2602,638,6
2603,1334,7
2604,1464,2
2605,331,14
2606,72,8
2607,1465,1
2608,922,3
2609,398,20
2610,546,9
2611,1466,3
2612,399,2
2613,128,4
2614,190,7
2615,1467,1
2616,117,12
2617,1468,3
2618,400,2
2619,313,87
2620,1335,3
2621,401,4
2622,1469,1
2623,402,3
2624,403,2
2625,404,5
2626,274,4
2627,405,6
2628,173,9
2629,1339,9
2630,406,1
2631,1470,4
2632,1471,1
2633,229,10
2634,1054,4
2635,84,3
2636,1456,3
2637,229,10
2638,738,5
2639,1321,17
2640,118,34
2641,187,35
2642,286,32
2643,127,6
2644,1309,18
2645,192,3
2646,722,22
2647,1233,2
2648,1472,1
2649,1473,2
2650,1474,1
2651,1475,2
2652,409,3
2653,628,29
2654,313,87
2655,939,114
2656,1476,1
2657,530,10
2658,410,6
2659,1477,2
2660,1478,2
2661,328,11
2662,411,4
2663,1479,1
2664,984,3
2665,407,4
2666,25,5
2667,313,87
2668,275,3
2669,413,4
2670,412,1
2671,422,13
2672,1480,1
2673,546,9
2674,1481,1
2675,939,114
2676,1482,3
2677,470,5
2678,864,15
2679,1122,20
2680,223,6
2681,1423,2
2682,364,17
2683,1483,1
2684,401,4
2685,1484,1
2686,1485,2
2687,366,8
2688,415,17
2689,45,21
2690,841,6
2691,1486,3
2692,1487,1
2693,939,114
2694,416,1
2695,213,9
2696,628,29
2697,543,26
2698,1488,1
2699,417,1
2700,1333,2
2701,351,3
2702,1242,2
2703,234,5
2704,979,4
2705,178,4
2706,164,4
2707,1489,1
2708,418,6
2709,419,6
2710,420,3
2711,1490,2
2712,1048,3
2713,1047,5
2714,1491,5
2715,979,4
2716,274,4
2717,947,3
2718,421,2
2719,313,87
2720,350,6
2721,422,13
2722,1492,1
2723,315,6
2724,324,7
2725,145,21
2726,1427,24
2727,1493,1
2728,1067,61
2729,319,20
2730,1494,1
2731,927,5
2732,1495,1
2733,229,10
2734,1468,3
2735,414,24
2736,360,6
2737,634,13
2738,628,29
2739,51,6
2740,1496,1
2741,1497,1
2742,362,14
2743,313,87
2744,105,4
2745,543,26
2746,1498,1
2747,1499,1
2748,1452,3
2749,1320,5
2750,1500,1
2751,1501,2
2752,518,11
2753,1502,2
2754,1427,24
2755,384,5
2756,423,2
2757,19,19
2758,424,1
2759,425,1
2760,426,5
2761,293,5
2762,290,8
2763,781,8
2764,1503,1
2765,313,87
2766,1504,2
2767,244,7
2768,124,22
2769,706,23
2770,1505,1
2771,333,2
2772,279,17
2773,1470,4
2774,11,18
2775,1506,1
2776,65,3
2777,1507,1
2778,1508,1
2779,398,20
2780,427,4
2781,1122,20
2782,1509,1
2783,428,4
2784,1468,3
2785,326,5
2786,686,8
2787,429,1
2788,176,7
2789,118,34
2790,1441,12
2791,1455,2
2792,1510,2
2793,1452,3
2794,431,5
2795,1511,2
2796,1373,3
2797,384,5
2798,918,22
2799,939,114
2800,1512,2
2801,1215,19
2802,432,1
2803,709,18
2804,1143,39
2805,625,9
2806,81,11
2807,433,1
2808,283,14
2809,628,29
2810,634,13
2811,1513,1
2812,1088,11
2813,617,9
2814,1514,1
2815,197,6
2816,1515,1
2817,373,5
2818,518,11
2819,1416,5
2820,1516,1
2821,141,16
2822,434,3
2823,1517,2
2824,435,14
2825,284,18
2826,913,4
2827,1518,1
2828,319,20
2829,436,5
2830,234,5
2831,187,35
2832,360,6
2833,442,9
2834,324,7
2835,1519,2
2836,546,9
2837,186,4
2838,1182,6
2839,560,23
2840,231,8
2841,437,2
2842,511,9
2843,195,3
2844,1236,5
2845,1486,3
2846,187,35
2847,1111,4
2848,62,4
2849,998,6
2850,205,7
2851,1280,8
2852,439,1
2853,59,13
2854,440,8
2855,1088,11
2856,1520,1
2857,40,3
2858,374,5
2859,1521,12
2860,1522,2
2861,1523,1
2862,1,28
2863,313,87
2864,918,22
2865,1427,24
2866,1524,1
2867,1525,2
2868,1526,2
2869,1187,5
2870,472,15
2871,1014,2
2872,442,9
2873,1527,2
2874,939,114
2875,1218,4
2876,1522,2
2877,446,3
2878,1137,6
2879,1067,61
2880,1273,2
2881,243,13
2882,295,5
2883,428,4
2884,691,11
2885,443,1
2886,444,1
2887,628,29
2888,445,5
2889,446,3
2890,1215,19
2891,447,3
2892,1528,1
2893,87,9
2894,1529,1
2895,709,18
2896,1530,1
2897,1531,10
2898,71,17
2899,1486,3
2900,1532,1
2901,864,15
2902,448,2
2903,156,26
2904,449,1
2905,1527,2
2906,313,87
2907,1453,4
2908,328,11
2909,301,4
2910,628,29
2911,213,9
2912,1413,4
2913,447,3
2914,124,22
2915,706,23
2916,398,20
2917,310,9
2918,455,8
2919,1525,2
2920,451,1
2921,452,6
2922,1533,1
2923,1534,2
2924,250,18
2925,1337,5
2926,48,4
2927,1453,4
2928,402,3
2929,45,21
2930,137,3
2931,331,14
2932,1535,18
2933,478,3
2934,518,11
2935,396,4
2936,1536,4
2937,313,87
2938,939,114
2939,1214,2
2940,628,29
2941,191,5
2942,1537,3
2943,295,5
2944,1321,17
2945,1016,8
2946,1462,2
2947,422,13
2948,1538,1
2949,310,9
2950,454,1
2951,218,28
2952,455,8
2953,456,1
2954,457,4
2955,960,2
2956,415,17
2957,458,6
2958,1323,10
2959,414,24
2960,1539,1
2961,1280,8
2962,1540,1
2963,71,17
2964,1405,2
2965,692,2
2966,1541,1
2967,1453,4
2968,205,7
2969,392,4
2970,187,35
2971,459,3
2972,1542,1
2973,373,5
2974,1543,2
2975,1544,3
2976,628,29
2977,208,6
2978,218,28
2979,460,3
2980,1545,2
2981,1546,1
2982,461,1
2983,1504,2
2984,385,5
2985,1547,1
2986,276,3
2987,1548,2
2988,410,6
2989,462,1
2990,313,87
2991,373,5
2992,472,15
2993,1549,1
2994,172,19
2995,464,2
2996,19,19
2997,156,26
2998,717,5
2999,939,114
3000,313,87
3001,1550,2
3002,1131,2
3003,370,2
3004,1088,11
3005,465,2
3006,1550,2
3007,1321,17
3008,466,68
3009,1551,1
3010,1182,6
3011,165,12
3012,1552,2
3013,404,5
3014,1553,2
3015,310,9
3016,329,4
3017,628,29
3018,141,16
3019,946,5
3020,467,2
3021,1554,1
3022,466,68
3023,1028,5
3024,468,4
3025,1555,1
3026,645,27
3027,415,17
3028,1556,1
3029,466,68
3030,313,87
3031,1557,1
3032,1323,10
3033,1535,18
3034,1039,2
3035,469,5
3036,1161,5
3037,290,8
3038,313,87
3039,1558,1
3040,1260,4
3041,1519,2
3042,310,9
3043,187,35
3044,686,8
3045,256,8
3046,1559,5
3047,1560,1
3048,1561,2
3049,418,6
3050,315,6
3051,939,114
3052,308,6
3053,470,5
3054,1562,2
3055,1563,1
3056,471,3
3057,1535,18
3058,313,87
3059,118,34
3060,1564,2
3061,1565,1
3062,323,2
3063,489,3
3064,1143,39
3065,582,4
3066,318,4
3067,585,2
3068,1566,1
3069,1,28
3070,19,19
3071,1143,39
3072,1339,9
3073,310,9
3074,466,68
3075,250,18
3076,472,15
3077,546,9
3078,760,10
3079,918,22
3080,472,15
3081,466,68
3082,313,87
3083,560,23
3084,1567,1
3085,1568,1
3086,795,12
3087,473,4
3088,1569,1
3089,474,2
3090,218,28
3091,475,6
3092,1570,1
3093,371,17
3094,1571,1
3095,1204,7
3096,413,4
3097,472,15
3098,172,19
3099,1572,1
3100,476,1
3101,138,8
3102,475,6
3103,488,3
3104,371,17
3105,455,8
3106,477,5
3107,1067,61
3108,319,20
3109,474,2
3110,469,5
3111,386,3
3112,259,6
3113,300,10
3114,1573,1
3115,1574,1
3116,292,2
3117,118,34
3118,478,3
3119,998,6
3120,470,5
3121,1575,1
3122,1576,1
3123,929,3
3124,883,6
3125,1577,1
3126,313,87
3127,455,8
3128,1578,8
3129,1579,6
3130,1063,2
3131,913,4
3132,601,6
3133,1580,1
3134,1129,3
3135,1581,5
3136,479,2
3137,139,6
3138,466,68
3139,1582,1
3140,313,87
3141,1578,8
3142,286,32
3143,1583,2
3144,163,7
3145,638,6
3146,1584,1
3147,401,4
3148,1585,1
3149,466,68
3150,480,4
3151,481,1
3152,1586,1
3153,1587,6
3154,1260,4
3155,1588,1
3156,1589,10
3157,1309,18
3158,1590,1
3159,483,3
3160,1177,6
3161,162,22
3162,466,68
3163,484,1
3164,530,10
3165,468,4
3166,1587,6
3167,1591,3
3168,163,7
3169,187,35
3170,434,3
3171,310,9
3172,486,1
3173,250,18
3174,280,4
3175,1592,1
3176,1067,61
3177,1593,4
3178,823,6
3179,487,10
3180,379,4
3181,939,114
3182,518,11
3183,1594,1
3184,1595,1
3185,787,21
3186,418,6
3187,419,6
3188,488,3
3189,1596,1
3190,1552,2
3191,1597,2
3192,1414,4
3193,1598,1
3194,709,18
3195,628,29
3196,1321,17
3197,633,2
3198,313,87
3199,1599,1
3200,495,28
3201,489,3
3202,250,18
3203,1600,2
3204,787,21
3205,1601,2
3206,543,26
3207,1535,18
3208,84,3
3209,490,2
3210,1602,2
3211,1441,12
3212,385,5
3213,881,4
3214,216,6
3215,466,68
3216,472,15
3217,1601,2
3218,124,22
3219,1321,17
3220,286,32
3221,491,1
3222,176,7
3223,722,22
3224,1067,61
3225,366,8
3226,492,3
3227,310,9
3228,200,3
3229,493,3
3230,300,10
3231,1603,1
3232,79,6
3233,250,18
3234,1604,4
3235,907,11
3236,1605,3
3237,1606,3
3238,1607,4
3239,141,16
3240,313,87
3241,414,24
3242,1608,1
3243,404,5
3244,187,35
3245,283,14
3246,1478,2
3247,1609,2
3248,1170,8
3249,1517,2
3250,1104,2
3251,362,14
3252,236,10
3253,508,2
3254,634,13
3255,495,28
3256,496,1
3257,286,32
3258,497,1
3259,331,14
3260,466,68
3261,1602,2
3262,498,1
3263,582,4
3264,499,1
3265,939,114
3266,1610,1
3267,343,8
3268,1047,5
3269,146,6
3270,1537,3
3271,1589,10
3272,1437,4
3273,500,1
3274,250,18
3275,1611,2
3276,117,12
3277,216,6
3278,1612,1
3279,447,3
3280,689,2
3281,501,8
3282,625,9
3283,407,4
3284,975,3
3285,190,7
3286,582,4
3287,206,4
3288,1613,2
3289,415,17
3290,1309,18
3291,1614,1
3292,466,68
3293,1354,2
3294,187,35
3295,62,4
3296,604,2
3297,414,24
3298,1615,1
3299,875,4
3300,493,3
3301,875,4
3302,502,1
3303,1616,11
3304,428,4
3305,864,15
3306,939,114
3307,469,5
3308,503,1
3309,1067,61
3310,918,22
3311,1617,1
3312,1085,2
3313,504,1
3314,1535,18
3315,1618,3
3316,1185,4
3317,1613,2
3318,466,68
3319,560,23
3320,505,1
3321,487,10
3322,1581,5
3323,522,8
3324,1619,1
3325,371,17
3326,398,20
3327,706,23
3328,1204,7
3329,506,4
3330,22,11
3331,787,21
3332,300,10
3333,1281,3
3334,507,4
3335,508,2
3336,187,35
3337,1620,1
3338,1621,1
3339,1427,24
3340,300,10
3341,218,28
3342,1454,3
3343,173,9
3344,1622,3
3345,118,34
3346,1413,4
3347,98,7
3348,706,23
3349,794,7
3350,187,35
3351,183,3
3352,1414,4
3353,706,23
3354,510,1
3355,511,9
3356,512,3
3357,19,19
3358,1623,1
3359,1624,1
3360,19,19
3361,455,8
3362,30,9
3363,1510,2
3364,1625,2
3365,1536,4
3366,513,2
3367,1626,2
3368,276,3
3369,1627,1
3370,229,10
3371,833,2
3372,279,17
3373,1223,4
3374,514,1
3375,515,4
3376,516,1
3377,313,87
3378,361,8
3379,517,2
3380,414,24
3381,1628,1
3382,1067,61
3383,864,15
3384,518,11
3385,156,26
3386,183,3
3387,511,9
3388,1629,1
3389,103,6
3390,520,3
3391,1263,6
3392,56,5
3393,111,2
3394,1630,3
3395,466,68
3396,518,11
3397,89,6
3398,706,23
3399,511,9
3400,521,5
3401,606,5
3402,318,4
3403,238,4
3404,706,23
3405,522,8
3406,523,1
3407,1631,2
3408,87,9
3409,415,17
3410,524,1
3411,525,2
3412,488,3
3413,83,6
3414,371,17
3415,526,1
3416,606,5
3417,511,9
3418,939,114
3419,1607,4
3420,1632,5
3421,398,20
3422,1633,2
3423,1634,4
3424,240,5
3425,428,4
3426,1635,1
3427,606,5
3428,1373,3
3429,1323,10
3430,527,4
3431,794,7
3432,1636,8
3433,1427,24
3434,1321,17
3435,186,4
3436,507,4
3437,328,11
3438,384,5
3439,1636,8
3440,1637,2
3441,1132,3
3442,1605,3
3443,528,2
3444,939,114
3445,1638,2
3446,529,1
3447,1632,5
3448,284,18
3449,1639,2
3450,1066,3
3451,530,10
3452,1587,6
3453,1057,2
3454,531,1
3455,1224,3
3456,1640,1
3457,217,3
3458,1641,5
3459,1632,5
3460,532,3
3461,331,14
3462,533,1
3463,534,1
3464,1642,1
3465,536,3
3466,1643,1
3467,805,2
3468,1185,4
3469,1644,2
3470,537,2
3471,1645,1
3472,1646,1
3473,278,4
3474,538,1
3475,19,19
3476,539,1
3477,540,1
3478,313,87
3479,422,13
3480,541,1
3481,1647,2
3482,362,14
3483,1648,1
3484,1649,4
3485,121,5
3486,546,9
3487,490,2
3488,427,4
3489,542,2
3490,466,68
3491,1650,1
3492,1403,4
3493,489,3
3494,1651,1
3495,1276,14
3496,14,15
3497,466,68
3498,543,26
3499,442,9
3500,544,2
3501,1652,1
3502,1653,1
3503,1654,1
3504,1414,4
3505,1655,1
3506,543,26
3507,466,68
3508,545,2
3509,250,18
3510,1641,5
3511,414,24
3512,1067,61
3513,440,8
3514,1535,18
3515,368,3
3516,546,9
3517,331,14
3518,264,7
3519,57,4
3520,1589,10
3521,645,27
3522,1035,5
3523,547,1
3524,717,5
3525,1656,1
3526,1657,1
3527,466,68
3528,300,10
3529,1658,1
3530,112,8
3531,548,2
3532,81,11
3533,1251,5
3534,855,2
3535,2,7
3536,1659,1
3537,1637,2
3538,1587,6
3539,844,4
3540,549,1
3541,1660,1
3542,939,114
3543,466,68
3544,1309,18
3545,1323,10
3546,1320,5
3547,543,26
3548,550,1
3549,1146,3
3550,551,1
3551,1661,1
3552,701,2
3553,1662,3
3554,1663,2
3555,1664,4
3556,1581,5
3557,477,5
3558,1543,2
3559,1665,1
3560,553,1
3561,893,6
3562,1666,2
3563,1667,1
3564,1,28
3565,410,6
3566,289,10
3567,554,1
3568,141,16
3569,124,22
3570,747,5
3571,555,2
3572,1587,6
3573,426,5
3574,1668,2
3575,537,2
3576,1669,2
3577,180,2
3578,1670,1
3579,556,2
3580,328,11
3581,557,3
3582,558,4
3583,290,8
3584,559,1
3585,466,68
3586,315,6
3587,501,8
3588,1671,1
3589,786,4
3590,560,23
3591,1672,1
3592,561,2
3593,1143,39
3594,562,2
3595,1673,1
3596,1674,2
3597,563,5
3598,564,1
3599,565,4
3600,1675,4
3601,466,68
3602,313,87
3603,231,8
3604,566,2
3605,118,34
3606,1664,4
3607,1662,3
3608,567,4
3609,627,2
3610,939,114
3611,567,4
3612,1676,1
3613,1677,1
3614,1641,5
3615,565,4
3616,1578,8
3617,569,1
3618,570,1
3619,1678,1
3620,1679,2
3621,571,1
3622,343,8
3623,787,21
3624,477,5
3625,1680,5
3626,573,5
3627,628,29
3628,431,5
3629,1681,1
3630,1179,2
3631,1682,1
3632,574,3
3633,172,19
3634,1683,1
3635,473,4
3636,576,6
3637,19,19
3638,1684,1
3639,1685,4
3640,1686,1
3641,1622,3
3642,1296,2
3643,1236,5
3644,577,7
3645,187,35
3646,578,5
3647,187,35
3648,1687,1
3649,1535,18
3650,939,114
3651,250,18
3652,1688,2
3653,1689,2
3654,145,21
3655,1690,2
3656,1691,1
3657,286,32
3658,243,13
3659,883,6
3660,1692,2
3661,466,68
3662,198,3
3663,1693,1
3664,617,9
3665,313,87
3666,397,3
3667,271,6
3668,466,68
3669,1491,5
3670,1694,3
3671,1695,3
3672,1688,2
3673,1293,2
3674,1696,1
3675,45,21
3676,1697,3
3677,371,17
3678,1698,1
3679,781,8
3680,466,68
3681,1427,24
3682,728,2
3683,581,3
3684,452,6
3685,124,22
3686,582,4
3687,1699,1
3688,89,6
3689,301,4
3690,1700,4
3691,1309,18
3692,139,6
3693,576,6
3694,939,114
3695,415,17
3696,583,3
3697,881,4
3698,1701,2
3699,994,2
3700,1702,1
3701,1170,8
3702,795,12
3703,584,1
3704,722,22
3705,403,2
3706,1589,10
3707,118,34
3708,1703,1
3709,1704,1
3710,1705,1
3711,466,68
3712,1706,2
3713,1187,5
3714,585,2
3715,617,9
3716,557,3
3717,1707,1
3718,1708,1
3719,1122,20
3720,586,1
3721,331,14
3722,1464,2
3723,59,13
3724,1669,2
3725,466,68
3726,1337,5
3727,1099,6
3728,587,1
3729,1709,1
3730,1372,5
3731,1137,6
3732,1710,1
3733,118,34
3734,253,3
3735,864,15
3736,1634,4
3737,588,1
3738,331,14
3739,1711,2
3740,415,17
3741,628,29
3742,257,9
3743,1666,2
3744,1712,2
3745,1713,1
3746,1714,1
3747,1147,7
3748,345,2
3749,1715,3
3750,589,1
3751,706,23
3752,472,15
3753,145,21
3754,313,87
3755,590,2
3756,1147,7
3757,939,114
3758,495,28
3759,73,6
3760,1716,7
3761,1050,4
3762,1215,19
3763,257,9
3764,442,9
3765,706,23
3766,1717,1
3767,591,1
3768,1611,2
3769,71,17
3770,677,16
3771,313,87
3772,1718,1
3773,1365,3
3774,1719,1
3775,472,15
3776,939,114
3777,592,3
3778,563,5
3779,593,1
3780,1720,2
3781,414,24
3782,653,2
3783,466,68
3784,1323,10
3785,455,8
3786,1721,3
3787,1722,1
3788,595,1
3789,1723,1
3790,536,3
3791,596,2
3792,470,5
3793,1724,4
3794,1725,1
3795,645,27
3796,597,2
3797,290,8
3798,1726,2
3799,574,3
3800,317,7
3801,284,18
3802,1215,19
3803,1727,1
3804,598,6
3805,1143,39
3806,599,1
3807,1728,1
3808,911,4
3809,576,6
3810,178,4
3811,1721,3
3812,1143,39
3813,600,4
3814,187,35
3815,466,68
3816,601,6
3817,87,9
3818,301,4
3819,1647,2
3820,1458,8
3821,602,21
3822,172,19
3823,1721,3
3824,1729,2
3825,420,3
3826,1730,1
3827,939,114
3828,313,87
3829,603,1
3830,604,2
3831,1731,1
3832,543,26
3833,279,17
3834,495,28
3835,1732,1
3836,205,7
3837,1733,1
3838,216,6
3839,1734,1
3840,1735,1
3841,1664,4
3842,1736,1
3843,124,22
3844,1737,1
3845,606,5
3846,608,1
3847,1183,4
3848,1649,4
3849,1738,1
3850,609,1
3851,387,7
3852,610,1
3853,520,3
3854,1606,3
3855,250,18
3856,611,2
3857,1694,3
3858,332,2
3859,1427,24
3860,1398,2
3861,1739,1
3862,374,5
3863,1740,1
3864,19,19
3865,612,2
3866,243,13
3867,1662,3
3868,1741,1
3869,613,2
3870,614,1
3871,487,10
3872,507,4
3873,1742,4
3874,1743,1
3875,615,1
3876,34,11
3877,1744,1
3878,1701,2
3879,191,5
3880,337,2
3881,1235,3
3882,277,3
3883,616,5
3884,1745,1
3885,1427,24
3886,511,9
3887,1692,2
3888,543,26
3889,313,87
3890,617,9
3891,212,4
3892,618,5
3893,1690,2
3894,1746,2
3895,918,22
3896,1050,4
3897,25,5
3898,619,1
3899,414,24
3900,1747,1
3901,645,27
3902,1748,3
3903,1437,4
3904,63,3
3905,613,2
3906,256,8
3907,1749,2
3908,1663,2
3909,107,2
3910,620,11
3911,313,87
3912,431,5
3913,1750,3
3914,590,2
3915,1535,18
3916,939,114
3917,38,4
3918,1376,6
3919,381,4
3920,543,26
3921,414,24
3922,487,10
3923,371,17
3924,621,2
3925,313,87
3926,522,8
3927,289,10
3928,1215,19
3929,1751,5
3930,437,2
3931,1752,1
3932,907,11
3933,622,1
3934,1753,1
3935,165,12
3936,1754,1
3937,600,4
3938,1316,5
3939,623,1
3940,1143,39
3941,1755,3
3942,598,6
3943,1321,17
3944,1756,5
3945,1757,1
3946,1758,1
3947,271,6
3948,1759,1
3949,1277,4
3950,1343,3
3951,343,8
3952,414,24
3953,1466,3
3954,468,4
3955,1633,2
3956,1183,4
3957,1343,3
3958,1143,39
3959,598,6
3960,1215,19
3961,1760,2
3962,1641,5
3963,624,2
3964,141,16
3965,1668,2
